"","Appointment_Date","Appointment_Count","Weekday","MonthYear","Month","patients","all_patients","ratio_patients","adjusted_count"
"329",2018-11-25,13,"Sunday","2018-11","11",512623,522517,0.981064730908277,13
"330",2018-11-26,11060,"Monday","2018-11","11",512623,522517,0.981064730908277,11273
"331",2018-11-27,9767,"Tuesday","2018-11","11",512623,522517,0.981064730908277,9956
"332",2018-11-28,9511,"Wednesday","2018-11","11",512623,522517,0.981064730908277,9695
"333",2018-11-29,7848,"Thursday","2018-11","11",512623,522517,0.981064730908277,7999
"334",2018-11-30,9165,"Friday","2018-11","11",512623,522517,0.981064730908277,9342
"335",2018-12-01,507,"Saturday","2018-12","12",507200,522453,0.970805029351923,522
"336",2018-12-02,29,"Sunday","2018-12","12",507200,522453,0.970805029351923,30
"337",2018-12-03,10443,"Monday","2018-12","12",507200,522453,0.970805029351923,10757
"338",2018-12-04,9261,"Tuesday","2018-12","12",507200,522453,0.970805029351923,9540
"339",2018-12-05,9193,"Wednesday","2018-12","12",507200,522453,0.970805029351923,9469
"340",2018-12-06,7904,"Thursday","2018-12","12",507200,522453,0.970805029351923,8142
"341",2018-12-07,9113,"Friday","2018-12","12",507200,522453,0.970805029351923,9387
"342",2018-12-08,254,"Saturday","2018-12","12",507200,522453,0.970805029351923,262
"343",2018-12-09,3,"Sunday","2018-12","12",507200,522453,0.970805029351923,3
"344",2018-12-10,10836,"Monday","2018-12","12",507200,522453,0.970805029351923,11162
"345",2018-12-11,9648,"Tuesday","2018-12","12",507200,522453,0.970805029351923,9938
"346",2018-12-12,9255,"Wednesday","2018-12","12",507200,522453,0.970805029351923,9533
"347",2018-12-13,7623,"Thursday","2018-12","12",507200,522453,0.970805029351923,7852
"348",2018-12-14,9106,"Friday","2018-12","12",507200,522453,0.970805029351923,9380
"349",2018-12-15,265,"Saturday","2018-12","12",507200,522453,0.970805029351923,273
"350",2018-12-16,13,"Sunday","2018-12","12",507200,522453,0.970805029351923,13
"351",2018-12-17,10390,"Monday","2018-12","12",507200,522453,0.970805029351923,10702
"352",2018-12-18,9197,"Tuesday","2018-12","12",507200,522453,0.970805029351923,9474
"353",2018-12-19,9083,"Wednesday","2018-12","12",507200,522453,0.970805029351923,9356
"354",2018-12-20,7862,"Thursday","2018-12","12",507200,522453,0.970805029351923,8098
"355",2018-12-21,8446,"Friday","2018-12","12",507200,522453,0.970805029351923,8700
"356",2018-12-22,97,"Saturday","2018-12","12",507200,522453,0.970805029351923,100
"357",2018-12-23,13,"Sunday","2018-12","12",507200,522453,0.970805029351923,13
"358",2018-12-24,6253,"Monday","2018-12","12",507200,522453,0.970805029351923,6441
"359",2018-12-25,4,"Tuesday","2018-12","12",507200,522453,0.970805029351923,4
"360",2018-12-26,4,"Wednesday","2018-12","12",507200,522453,0.970805029351923,4
"361",2018-12-27,6575,"Thursday","2018-12","12",507200,522453,0.970805029351923,6773
"362",2018-12-28,7507,"Friday","2018-12","12",507200,522453,0.970805029351923,7733
"363",2018-12-29,95,"Saturday","2018-12","12",507200,522453,0.970805029351923,98
"364",2018-12-30,13,"Sunday","2018-12","12",507200,522453,0.970805029351923,13
"365",2018-12-31,7758,"Monday","2018-12","12",507200,522453,0.970805029351923,7991
"366",2019-01-01,79,"Tuesday","2019-01","01",507462,522663,0.970916250050224,81
"367",2019-01-02,8801,"Wednesday","2019-01","01",507462,522663,0.970916250050224,9065
"368",2019-01-03,7772,"Thursday","2019-01","01",507462,522663,0.970916250050224,8005
"369",2019-01-04,9019,"Friday","2019-01","01",507462,522663,0.970916250050224,9289
"370",2019-01-05,231,"Saturday","2019-01","01",507462,522663,0.970916250050224,238
"371",2019-01-06,13,"Sunday","2019-01","01",507462,522663,0.970916250050224,13
"372",2019-01-07,10508,"Monday","2019-01","01",507462,522663,0.970916250050224,10823
"373",2019-01-08,9955,"Tuesday","2019-01","01",507462,522663,0.970916250050224,10253
"374",2019-01-09,9799,"Wednesday","2019-01","01",507462,522663,0.970916250050224,10093
"375",2019-01-10,8323,"Thursday","2019-01","01",507462,522663,0.970916250050224,8572
"376",2019-01-11,9857,"Friday","2019-01","01",507462,522663,0.970916250050224,10152
"377",2019-01-12,356,"Saturday","2019-01","01",507462,522663,0.970916250050224,367
"378",2019-01-13,13,"Sunday","2019-01","01",507462,522663,0.970916250050224,13
"379",2019-01-14,10939,"Monday","2019-01","01",507462,522663,0.970916250050224,11267
"380",2019-01-15,10048,"Tuesday","2019-01","01",507462,522663,0.970916250050224,10349
"381",2019-01-16,9610,"Wednesday","2019-01","01",507462,522663,0.970916250050224,9898
"382",2019-01-17,8312,"Thursday","2019-01","01",507462,522663,0.970916250050224,8561
"383",2019-01-18,9553,"Friday","2019-01","01",507462,522663,0.970916250050224,9839
"384",2019-01-19,270,"Saturday","2019-01","01",507462,522663,0.970916250050224,278
"385",2019-01-20,1,"Sunday","2019-01","01",507462,522663,0.970916250050224,1
"386",2019-01-21,10926,"Monday","2019-01","01",507462,522663,0.970916250050224,11253
"387",2019-01-22,9829,"Tuesday","2019-01","01",507462,522663,0.970916250050224,10123
"388",2019-01-23,7538,"Wednesday","2019-01","01",507462,522663,0.970916250050224,7764
"389",2019-01-24,7171,"Thursday","2019-01","01",507462,522663,0.970916250050224,7386
"390",2019-01-25,9573,"Friday","2019-01","01",507462,522663,0.970916250050224,9860
"391",2019-01-26,181,"Saturday","2019-01","01",507462,522663,0.970916250050224,186
"392",2019-01-27,13,"Sunday","2019-01","01",507462,522663,0.970916250050224,13
"393",2019-01-28,10771,"Monday","2019-01","01",507462,522663,0.970916250050224,11094
"394",2019-01-29,9882,"Tuesday","2019-01","01",507462,522663,0.970916250050224,10178
